Doc Id,Contents of file after Preprocessing
cranfield0330,"['taylor', 'instability', 'finite', 'surface', 'waves', 'instability', 'accelerated', 'interface', 'liquid', 'methanol', 'carbon', 'tetrachloride', 'air', 'investigated', 'experimentally', 'approximate', 'sinusoidal', 'disturbances', 'wave-number', 'range', 'well', 'well', 'cut-off', 'growth', 'rates', 'measured', 'compared', 'theoretical', 'results', 'third-order', 'theory', 'shows', 'phenomena', 'overstability', 'found', 'experimental', 'results', 'measurements', 'later', 'stages', 'growth', 'agree', 'moderately', 'well', 'available', 'theory', 'disclose', 'additional', 'phenomena', 'bubble', 'competition', 'helmholtz', 'instability', 'transition', 'turbulence', 'jet', 'instability', 'production', 'drops']"
cranfield0754,"['heat', 'transfer', 'laminar', 'boundary', 'layers', 'semiinfinite', 'cylinders', 'arbitrary', 'cross', 'section', 'paper', 'shows', 'calculate', 'rate', 'heat', 'transfer', 'laminar', 'boundary', 'layer', 'semi-infinite', 'cylinder', 'arbitrary', 'cross', 'section', 'cylinder', 'placed', 'stream', 'incompressible', 'fluid', 'flow', 'infinity', 'parallel', 'generators', 'maintained', 'uniform', 'temperature', 'series', 'solution', 'small', 'downstream', 'distances', 'asymptotic', 'formula', 'large', 'downstream', 'distances', 'given', 'cover', 'intermediate', 'range', 'approximate', 'pohlhausen', 'solution', 'obtained', 'correction', 'error', 'involved', 'pohlhausen', 'solution', 'suggested', 'believed', 'lead', 'final', 'errors', '2', 'percent', 'calculations', 'applied', 'elliptic', 'cylinders', 'illustrate', 'effect', 'local', 'rate', 'heat', 'transfer', 'varying', 'ratio', 'major', 'minor', 'axes', 'cross', 'section', 'length', 'perimeter', 'held', 'fixed']"
cranfield0566,"['investigation', 'local', 'heat', 'transfer', 'pressure', 'drag', 'characteristics', 'yawed', 'circular', 'cylinder', 'supersonic', 'speeds', 'local', 'heat-transfer', 'coefficients', 'temperature', 'recovery', 'factors', 'pressure', 'distributions', 'measured', 'circular', 'cylinder', 'nominal', 'mach', 'number', '3.9', 'range', 'free-stream', 'reynolds', 'numbers', '0', '44', 'found', 'yawing', 'cylinder', 'reduced', 'local', 'heat-transfer', 'coefficients', 'average', 'heat-transfer', 'coefficients', 'pressure', 'drag', 'coefficients', 'front', 'side', 'cylinder', 'example', 'reduced', '34', 'percent', 'pressure', 'drag', '60', 'percent', 'amount', 'reduction', 'may', 'predicted', 'theory', 'presented', 'herein', 'local', 'temperature', 'recovery', 'factors', 'also', 'reduced', 'yaw', 'amount', 'reduction', 'small', 'compared', 'reduction', 'heat-transfer', 'coefficients', 'comparison', 'data', 'data', 'obtained', 'widely', 'different', 'conditions', 'body', 'stream', 'temperature', 'mach', 'number', 'reynolds', 'number', 'indicates', 'factors', 'little', 'effect', 'upon', 'dropoff', 'heat', 'transfer', 'due', 'yaw']"
cranfield1229,"['effect', 'sweep', 'angle', 'hypersonic', 'flow', 'blunt', 'wings', 'series', 'tests', 'carried', 'princeton', 'university', 'helium', 'hypersoule', 'wind', 'tunnel', 'blunt', 'two-dimensional', 'wings', 'zero', 'angle', 'attack', 'sweep', 'angles', '70', 'mach', 'numbers', '7', '15', 'leading', 'edge', 'reynolds', 'number', 'varied', '3,000', '25,000', 'measured', 'pressure', 'distributions', 'compared', 'simple', 'summation', 'theoretical', 'inviscid', 'effect', 'based', 'blast', 'wave', 'theory', 'using', 'normal', 'mach', 'number', 'added', 'viscous', 'effect', 'calculated', 'sweep', 'present', 'unswept', 'wing', 'slope', 'pressure', 'decay', 'reasonably', 'well', 'predicted', 'theoretical', 'calculations', 'viscous', 'theory', 'reasonably', 'predicted', 'variation', 'pressure', 'distribution', 'due', 'changes', 'leading-edge', 'reynolds', 'number', 'subtracting', 'theoretical', 'viscous', 'effects', 'inviscid', 'mach', 'number', 'dependence', '2.2', 'power', 'found', 'compared', 'value', '2.0', 'predicted', 'inviscid', 'theory', 'approach', 'swept', 'wing', 'give', 'consistently', 'satisfactory', 'results', 'deviations', 'avove', 'calculated', 'value', 'much', '40-50', 'percent', 'measured', 'seemed', 'systematic', 'variation', 'either', 'mach', 'number', 'reynolds', 'number', 'constant', 'high', 'reynolds', 'number', 'found', 'pressure', 'distribution', 'varied', 'distance', 'along', 'wing', 'exponent', '--', '0.53', '--', '0.58', 'except', 'rather', 'sharp', 'decrease', 'occurred', '70', 'sweep', 'case', 'pressure', 'given', 'station', 'fixed', 'mach', 'number', 'given', 'leading', 'edge', 'thickness', 'varied', 'cosine', 'sweep', 'angle', '1.1', 'power', 'compared', '1.3', 'power', 'predicted', 'general', 'geometrical', 'considerations']"
cranfield0559,"['heat', 'transfer', 'forward', 'stagnation', 'point', 'blunt', 'bodies', 'relations', 'presented', 'calculation', 'heat', 'transfer', 'forward', 'stagnation', 'point', 'two-dimensional', 'axially', 'symmetric', 'blunt', 'bodies', 'relations', 'heat', 'transfer', 'obtained', 'exact', 'solutions', 'equations', 'laminar', 'boundary', 'layer', 'presented', 'terms', 'local', 'velocity', 'gradient', 'stagnation', 'point', 'exact', 'solutions', 'include', 'effects', 'variation', 'fluid', 'properties', 'prandtl', 'number', 'transpiration', 'cooling', 'examples', 'illustrating', 'calculation', 'procedure', 'also', 'included']"
cranfield0901,"['long', 'slender', 'delta', 'wings', 'leading', 'edge', 'separation', 'slender-body', 'approximation', 'linearized', 'compressible', 'flow', 'applied', 'problem', 'delta', 'wing', 'flow', 'separation', 'occurs', 'leading', 'edges', 'vortex', 'sheets', 'found', 'real', 'flow', 'approximated', 'concentrated', 'vortices', 'feeding', 'lattices', 'plausible', 'adaptation', 'kelvin', ""'s"", 'theorem', 'applied', 'simulate', 'force-free', 'nature', 'vortex', 'sheet', 'computations', 'show', 'leading-edge', 'separation', 'produces', 'increase', 'lift', 'given', 'jones', 'slender-wing', 'theory', 'lift', 'vary', 'linearly', 'angle', 'attack', 'computed', 'pressure', 'distributions', 'span', 'loadings', 'presented', 'theoretical', 'lift', 'results', 'compared', 'results', 'simple', 'force', 'tests', 'made', 'mach', 'number', '1.9']"
cranfield0561,"['geometric', 'problem', 'related', 'optimum', 'distribution', 'lift', 'planar', 'wing', 'supersonic', 'flow', 'problem', 'studied', 'may', 'regarded', 'problem', 'geometry', 'simplest', 'form', 'loosely', 'stated', 'follows', '..', 'mountain', 'rises', 'x-y', 'plane', 'determine', 'exact', 'shape', 'mountain', 'knowing', 'cross-sectional', 'area', 'every', 'possible', 'cut', 'made', 'mountain', 'vertical', 'plane', 'complicated', 'version', 'problem', 'given', 'information', 'might', 'restricted', 'cross-sectional', 'area', 'every', 'cut', 'made', 'vertical', 'plane', 'inclined', 'less', '45', 'y-axis', 'latter', 'case', 'direct', 'applications', 'certain', 'minimum', 'drag', 'problems', 'supersonic', 'flow', 'shape', 'mountain', 'corresponds', 'unknown', 'shape', 'optimum', 'lift', 'distribution', 'planar', 'wing', 'cross-sectional', 'area', 'cut', 'integrated', 'value', 'lift', 'along', 'straight', 'line', 'crossing', 'wing', 'plan', 'form', 'restricted', 'range', 'line', 'inclinations', 'optimum', 'integrated', 'lift', 'values', 'sometimes', 'determined', 'directly', 'assumed', 'given', 'problem', 'simplest', 'form', 'originally', 'solved', 'radon', 'found', 'solutions', 'large', 'class', 'problems', 'derivation', 'presented', 'may', 'perhaps', 'readily', 'understood']"
cranfield0753,"['development', 'quasi-steady', 'approach', 'flutter', 'correlation', 'kernel-function', 'results', 'quasi-steady', 'approach', 'flutter', 'utilizes', 'experimental', 'theoretical', 'steady-state', 'aerodynamic', 'data', 'arrive', 'increased', 'understanding', 'flutter', 'mechanism', 'also', 'many', 'cases', 'acceptably', 'accurate', 'quantitative', 'flutter', 'predictions', 'circulation', 'lag', 'effects', 'neglected', 'aerodynamic', 'damping', 'included', 'evaluation', 'air', 'forces', 'situations', 'requiring', 'inclusion', 'rate', 'aerodynamics', 'accurate', 'flutter', 'estimation', 'specified', 'quasi-unsteady', 'approach', 'also', 'discussed', 'approximate', 'magnitude', 'circulation', 'lag', 'function', 'flutter', 'included', 'simple', 'modifications', 'quasi-steady', 'parameters', 'closed-form', 'solutions', 'derived', 'flutter', 'characteristics', 'typical', 'section', 'without', 'rate', 'aerodynamics', 'application', 'made', 'rational', 'flutter', 'analysis', 'threedimensional', 'multi-degree-of-freedom', 'lifting', 'surfaces', 'specific', 'planform', 'evaluated', 'mach-number', 'range', 'zero', 'two', 'quasi-steady', 'quasi-unsteady', 'kernelfunction', 'results', 'compared', 'subsonically', 'quasi-steady', 'results', 'utilized', 'supersonically', 'primary', 'applications', 'quasi-steady', 'approach', 'areas', 'preliminary', 'design', 'parameter-variation', 'studies', 'modification', 'sophisticated', 'flutter', 'theories', 'force', 'compatibility', 'available', 'steady-state', 'data', 'flutter', 'evaluation', 'complex', 'configurations', 'rationally', 'analyzed', 'steady-state', 'aerodynamic', 'theories', 'complete', 'unsteady', 'aerodynamic', 'theories', 'presently', 'available']"
cranfield0337,"['boundary', 'layer', 'transition', 'gas', 'injection', 'mass-injection', 'process', 'proposed', 'method', 'cooling', 'aerodynamic', 'surfaces', 'since', 'amount', 'coolant', 'required', 'maintain', 'practical', 'wall', 'temperatures', 'considerably', 'larger', 'turbulent', 'laminar', 'boundary', 'layers', 'knowledge', 'effect', 'cooling', 'method', 'transition', 'process', 'certainly', 'important', 'exploratory', 'studies', 'reported', 'conducted', 'mach', 'number', '3.7', 'ascertain', 'effects', 'gas', 'injection', 'stability', 'laminar', 'boundary', 'layer', 'conical', 'surface']"
cranfield0939,"['explicit', 'solutions', 'constant-temp', 'magnetogas', 'dynamic', 'channel', 'flow', 'order', 'simplify', 'process', 'estimating', 'aerodynamic', 'loading', 'portions', 'slender', 'vehicles', 'frequently', 'assumed', 'nose-tail', 'interaction', 'purpose', 'note', 'show', 'aside', 'boundary-layer', 'effects', 'assumption', 'warranted', 'nose', 'hypersonic-similarity', 'parameter', 'tan', 'order', 'unity', 'greater', 'physically', 'speaking', 'entropy', 'change', 'associated', 'strong', 'bow', 'wave', 'reduces', 'stagnation', 'pressure', 'downstream', 'shock', 'hence', 'lowers', 'dynamic', 'pressure', 'vicinity', 'tail']"
cranfield0105,"['asymptotic', 'boundary', 'layer', 'circular', 'cylinder', 'axial', 'incompressible', 'flow', 'paper', 'incompressible', 'boundary', 'layer', 'circular', 'cylinder', 'axial', 'flow', 'investigated', 'far', 'leading', 'edge', 'u', 'v', 'velocity', 'components', 'x', 'r', 'direction', 'respectively', 'stream', 'function', 'introduced', 'constant', 'free-stream', 'velocity', 'following', 'asymptotic', 'form', '..', 'p', ""'s"", 'determined', 'successively', 'first', 's=1', 's=2', 'etc.', 'ordinary', 'differential', 'equations', 'log', 'c=euler', ""'s"", 'constant', 'shown', 'effect', 'curvature', 'body', 'planes', 'perpendicular', 'flow', 'increase', 'skin', 'friction', 'also', 'case', 'free-stream', 'velocity', 'proportional', 'method', 'breaks', 'studied', 'concluded', 'effect', 'curvature', 'cylinder', 'boundary', 'layer', 'thickness', 'comparable', 'radius', 'curvature', 'delay', 'separation']"
cranfield1211,"['boundary', 'layer', 'transition', 'supersonic', 'speedsthree-dimensional', 'roughness', 'effects', 'spheres', 'experiments', 'carried', '12-in', 'supersonic', 'wind', 'tunnel', 'jet', 'propulsion', 'laboratory', 'california', 'institute', 'technology', 'investigate', 'effect', 'three-dimensional', 'roughness', 'elements', 'spheres', 'boundary-layer', 'transition', 'local', 'mach', 'number', 'tests', '2.71', 'data', 'show', 'clearly', 'minimum', 'effective', 'size', 'trip', 'required', 'bring', 'transition', 'lowest', 'reynolds', 'number', 'varies', 'one-fourth', 'power', 'distance', 'apex', 'cone', 'trip', 'use', 'available', 'data', 'mach', 'numbers', 'indicates', 'mach-number', 'influence', 'effective', 'tripping', 'taken', 'account', 'simple', 'expression', 'remarks', 'concerning', 'roughness', 'variation', 'transition', 'blunt', 'body', 'made']"
cranfield1023,"['note', 'creep', 'buckling', 'columns', 'theory', 'creep', 'buckling', 'presented', 'instantaneous', 'elastic', 'plastic', 'deformations', 'following', 'application', 'load', 'well', 'steady', 'creep', 'deformations', 'considered', 'approximate', 'manner', 'equations', 'given', 'critical', 'time', 'time', 'elapsing', 'load', 'application', 'collapse', 'column', 'computed']"
cranfield0595,"['equilibrium', 'piston', 'technique', 'gun', 'tunnel', 'operation', 'modified', 'technique', 'operation', 'gun', 'tunnel', 'suggested', 'based', 'experimental', 'results', 'piston', 'mass', 'initial', 'barrel', 'pressure', 'chosen', 'correctly', 'peak', 'pressures', 'associated', 'gun', 'tunnel', 'may', 'eliminated', 'conditions', 'piston', 'brought', 'rest', 'overswing', 'measurements', 'piston', 'motion', 'using', 'microwave', 'technique', 'reported', 'confirm', 'idea', 'wave', 'diagram', 'associated', 'mode', 'operation', 'shown', 'calculations', 'stagnation', 'pressure', 'given', 'show', 'suggested', 'running', 'time', 'stagnation', 'pressure', 'may', 'considerably', 'greater', 'driving', 'pressure', 'driving', 'chamber', 'cross-sectional', 'area', 'large', 'compared', 'driven', 'section', 'uniform', 'shock', 'tube', 'stagnation', 'pressure', 'always', 'less', 'driving', 'pressure', 'use', 'air', 'helium', 'hydrogen', 'driving', 'gases', 'considered', 'experiments', 'gun', 'tunnel', 'reported', 'show', 'equilibrium', 'piston', 'technique', 'enables', 'steady', 'stagnation', 'pressures', 'achieved', 'time', 'approximately', '15', 'ms', 'using', 'air', 'driving', 'gas', 'expansion', 'caused', 'piston', 'acceleration', 'shown', 'interact', 'stationary', 'piston', 'found', 'produce', 'small', 'drop', 'stagnation', 'pressure']"
cranfield0906,"['review', 'pitot', 'tube', 'paper', 'attempt', 'bring', 'together', 'important', 'information', 'regarding', 'pitot', 'tubes', 'use', 'summarize', 'available', 'data', 'application', 'various', 'types', 'impact', 'velocity', 'probes', 'guidance', 'engineers', 'research', 'workers', 'aid', 'design', 'flow', 'instruments', 'specific', 'applications']"
cranfield0308,"['hypersonic', 'viscous', 'flow', 'past', 'flat', 'plate', 'suction', 'injection', 'hypersonic', 'viscous', 'flow', 'past', 'flat', 'plate', 'suction', 'injection', 'dealt', 'karman-pohlhausen', ""'s"", 'method', 'special', 'cases', 'suction', 'injection', 'velocity', 'proportional', 'especially', 'region', 'strong', 'interaction', 'shock', 'wave', 'boundary', 'layer', 'p', 'pressure', 'plate', 'x', 'distance', 'measured', 'along', 'plate', 'leading', 'edge', 'several', 'numerical', 'examples', 'given', 'shows', 'similar', 'effects', 'injection', 'case', 'incompressible', 'flow', 'injection', 'makes', 'height', 'shock', 'wave', 'thickness', 'boundary', 'layer', 'pressure', 'plate', 'larger', 'case', 'injection', 'contrary', 'case', 'suction', 'remarkable', 'change', 'height', 'shock', 'wave', 'pressure', 'plate', 'seen', 'velocity', 'profile', 'boundary', 'layer', 'affected', 'suction']"
cranfield0798,"['interaction', 'shock', 'waves', 'boundary', 'layers', 'note', 'effects', 'interaction', 'performance', 'supersonic', 'intakes', 'interaction', 'shock', 'waves', 'boundary', 'layers', 'important', 'effects', 'many', 'problems', 'high-speed', 'flow', 'paper', 'written', 'guide', 'literature', 'subject', 'critical', 'review', 'present', 'state', 'knowledge', 'concerning', 'underlying', 'physical', 'processes', 'practical', 'applications', 'clear', 'reader', 'although', 'substantial', 'progress', 'made', 'knowledge', 'still', 'far', 'complete', 'work', 'fundamental', 'nature', 'specific', 'applications', 'needed', 'problem', 'understood', 'sufficiently', 'well', 'design', 'purposes', 'part', 'paper', 'describes', 'experiments', 'comparatively', 'simple', 'types', 'flow', 'designed', 'provide', 'fundamental', 'information', 'assist', 'development', 'theory', 'experiments', 'show', 'interaction', 'depends', 'mainly', 'mach', 'reynolds', 'numbers', 'strength', 'shock', 'wave', 'particular', 'interaction', 'shock', 'wave', 'laminar', 'boundary', 'layer', 'shown', 'produce', 'much', 'larger', 'effects', 'boundary', 'layer', 'turbulent', 'cases', 'effects', 'interaction', 'large', 'enough', 'serious', 'practical', 'consequences', 'found', 'boundary', 'layer', 'separates', 'surface', 'difference', 'interaction', 'laminar', 'turbulent', 'layers', 'arises', 'mainly', 'laminar', 'layer', 'separates', 'much', 'readily', 'adverse', 'pressure', 'gradient', 'details', 'interaction', 'downstream', 'separation', 'point', 'thus', 'depend', 'critically', 'behaviour', 'separated', 'layer', 'conditions', 'reattaches', 'surface', 'many', 'features', 'found', 'fundamental', 'experiments', 'appear', 'also', 'practical', 'applications', 'considered', 'parts', 'ii', 'iii', 'paper', 'although', 'emphasis', 'hero', 'performance', 'aerfoils', 'wings', 'moving', 'high', 'subsonic', 'speeds', 'importance', 'interaction', 'examples', 'supersonic', 'trailing', 'edges', 'supersonic', 'intakes', 'also', 'discussed', 'briefly', 'differences', 'interaction', 'laminar', 'turbulent', 'boundary', 'layers', 'often', 'source', 'serious', 'discrepancy', 'model', 'experiments', 'full-scale', 'conditions', 'small-scale', 'models', 'therefore', 'frequently', 'essential', 'make', 'boundary', 'layer', 'turbulent', 'artificial', 'means', 'difficulties', 'involved', 'certain', 'promising', 'methods', 'briefly', 'discussed', 'shown', 'experiments', 'models', 'transition', 'fixed', 'used', 'explain', 'number', 'aerodynamic', 'effects', 'encountered', 'transonic', 'flight', 'connected', 'occurrence', 'shock-induced', 'separation', 'turbulent', 'boundary', 'layers', 'two-dimensional', 'aerofoils', 'straight', 'sweptback', 'wings', 'turbulent', 'separation', 'occurs', 'shocks', 'certain', 'strength', 'applies', 'model', 'full-scale', 'conditions', 'full-scale', 'conditions', 'differences', 'magnitude', 'would', 'expected', 'pressure', 'recovery', 'along', 'separated', 'layer', 'shock', 'trailing', 'edge', 'affected', 'reynolds', 'number', 'little', 'information', 'present', 'available', 'point', 'repercussions', 'turbulent', 'separation', 'steady-motion', 'characteristics', 'aerofoils', 'wings', 'traced', 'associated', 'reduction', 'pressure', 'recovery', 'roar', 'surface', 'pressure', 'trailing', 'edge', 'controls', 'inter-relation', 'two', 'surfaces', '/so', 'long', 'flow', 'trailing', 'edge', 'remains', 'subsonic/', 'particular', 'relative', 'movements', 'shock', 'waves', 'extents', 'local', 'regions', 'supersonic', 'flow', 'certain', 'unsteady-flow', 'characteristics', 'buffeting', 'control', 'surface', 'separation', 'evidence', 'presented', 'influence', 'section', 'shape', 'occurrence', 'effects', 'separation', 'many', 'respects', 'information', 'relevant', 'turbulent', 'boundary', 'layers', 'scarce', 'notes', 'work', 'required', 'given', 'part', 'iv', 'paper']"
cranfield0991,"['wing-flow', 'study', 'pressure', 'drag', 'reduction', 'transonic', 'speed', 'projecting', 'jet', 'air', 'nose', 'prolate', 'spheroid', 'fineness', 'ratio', '6', 'study', 'made', 'transonic', 'speeds', 'naca', 'wing-flow', 'method', 'pressure-drag', 'reduction', 'obtained', 'projecting', 'high-energy', 'jet', 'air', 'nose', 'prolate', 'spheroid', 'supplementary', 'information', 'obtained', 'taking', 'shadowgraphs', 'model', 'mounted', 'small', 'supersonic', 'tunnel', 'constant', 'mach', 'number', '1.5', 'high-velocity', 'jet', 'observed', 'alter', 'pressure', 'distribution', 'body', 'way', 'pressure', 'drag', 'body', 'reduced', 'thus', 'restricted', 'sense', 'nose', 'jet', 'produced', 'thrust', 'body', 'conditions', 'investigated', 'thrust', 'produced', 'nose', 'jet', 'never', 'large', 'would', 'expected', 'conventional', 'rearward', 'jet', 'example', 'best', 'conditions', 'tested', '/mach', 'number', '1.07/', 'reduction', 'body', 'pressure', 'drag', 'caused', 'nose', 'jet', 'compensated', 'negative', 'thrust', 'jet', 'however', 'magnitude', 'net', 'reduction', 'drag', '/change', 'body', 'pressure', 'drag', 'jet', 'jet', 'minus', 'adverse', 'thrust', 'jet/', 'one-half', 'thrust', 'would', 'produced', 'jet', 'exhausting', 'rearward', 'appearance', 'unexpectedly', 'large', 'effect', 'first', 'trial', 'indicated', 'phenomenon', 'worth', 'study']"
cranfield0965,"['analytic', 'determination', 'discharge', 'coefficients', 'flow', 'nozzles', 'integration', 'velocity', 'profile', 'throat', 'flow', 'nozzle', 'yields', 'discharge', 'coefficient', 'function', 'ratio', 'boundary', 'solution', 'approximate', 'momentum', 'equation', 'boundary', 'layer', 'resulting', 'expression', 'discharge', 'coefficient', 'function', 'reynolds', 'number', 'based', 'nozzle', 'diameter', 'geometry', 'nozzle', 'good', 'agreement', 'shown', 'expression', 'published', 'experimental', 'data', 'flow', 'nozzles', 'reynolds', 'numbers']"
cranfield0159,"['numerical', 'methods', 'transient', 'heat', 'flow', 'paper', 'deals', 'application', 'numerical', 'methods', 'solution', 'heat-conduction', 'problems', 'generality', 'extended', 'following', 'ways', '..', 'may', 'proceed', 'rapidly', 'solution', 'may', 'proceed', 'slowly', 'greater', 'precision', 'b', 'criteria', 'developed', 'choice', 'modulus', 'insure', 'convergence', 'important', 'convective', 'surface', 'c', 'method', 'developed', 'handling', 'k', 'c', 'properties', 'vary', 'independently', 'temperature', 'comprehensive', 'appendix', 'gives', 'derivations', 'use', 'equations', 'charts', 'demonstrated', 'typical', 'examples']"
cranfield1272,"['oscillatory', 'aerodynamic', 'coefficients', 'unified', 'supersonic', 'hypersonic', 'strip', 'theory', 'investigation', 'presents', 'derivation', 'oscillatory', 'aerodynamic', 'coefficients', 'wings', 'supersonic', 'leading', 'edges', 'second-order', 'nonlinear', 'unsteady', 'supersonic', 'flow', 'theory', 'van', 'dyke', 'theory', 'considered', 'applicable', 'throughout', 'supersonic-hypersonic', 'regime', 'mach', 'numbers', 'normal', 'leading', 'edge', 'reduced', 'frequencies', 'coefficients', 'modified', 'sweep', 'finite-span', 'correction', 'suggested', 'increase', 'accuracy', 'strip-theory', 'flutter', 'analyses', 'limiting', 'values', 'coefficients', 'steady', 'flow', 'also', 'discussed']"
cranfield0192,"['hypersonic', 'viscous', 'flow', 'past', 'slender', 'bodies', 'revolution', 'similar', 'solution', 'hypersonic', 'viscous', 'flow', 'past', 'slender', 'bodies', 'revolution', 'deduced', 'special', 'case', 'radial', 'coordinate', 'body', 'surface', 'section', 'x', 'proportional', 'x', 'radial', 'coordinate', 'comparable', 'order', 'value', 'thickness', 'boundary', 'layer', '/similar/', 'used', 'direct', 'meaning', 'distributions', 'boundary', 'layer', 'keep', 'similar', 'form', 'lengthwise', 'calculations', 'accomplished', 'region', 'strong', 'interaction', 'boundary', 'layer', 'shock', 'wave', 'several', 'calculations', 'may', 'expected', 'thickness', 'body', 'becomes', 'small', 'thickness', 'layer', 'longitudinal', 'velocity', 'component', 'u', 'rapidly', 'decreased', 'also', 'becomes', 'small', 'major', 'part', 'boundary', 'layer', 'normal', 'component', 'v', 'increased', 'thickness', 'body', 'increased', 'height', 'shock', 'wave', 'pressure', 'wall', 'shear', 'stress', 'wall', 'also', 'increased', 'boundary', 'layer', 'thickness', 'decreased', 'nose', 'region', 'excluded', 'reason', 'ordinary', 'boundary', 'layer', 'theory', 'invalid']"
cranfield1040,"['transverse', 'vibrations', 'thin', 'shallow', 'elastic', 'shells', 'experimental', 'measurements', 'pressures', 'heat-transfer', 'rates', 'three', 'blunt', 'afterbodies', 'small', 'fineness', 'ratio', 'fully', 'separated', 'wakes', 'presented', 'afterbodies', 'generally', 'similar', 'shape', 'different', 'stepdown', 'heights', 'end', 'forebody', 'tests', 'made', 'means', 'new', 'shroud', 'technique', 'range', 'reynolds', 'numbers', 'closely', 'corresponding', 'typical', 'flight', 'conditions', 'mach', 'numbers', 'order', '20', 'considering', 'models', 'order', '5', 'ft.', 'diameter', '120,000', 'ft.', 'altitude', 'stagnation', 'temperatures', 'order', '1,300', 'r.', 'strictly', 'speaking', 'test', 'flows', 'correspond', 'prototype', 'flows', 'would', 'created', 'forebody', 'consisting', 'sharp', 'slightly', 'blunted', '54', 'half', 'angle', 'cone', 'turns', 'cylindrical', 'short', 'distance', 'connects', 'afterbody', 'judiciously', 'interpreted', 'results', 'may', 'considered', 'somewhat', 'wider', 'applicability', 'approximation', 'purposes', 'results', 'presented', 'compared', 'terms', 'nondimensional', 'variables', 'based', 'flow', 'conditions', 'end', 'forebody', 'pressure', 'distribution', 'along', 'afterbody', 'seen', 'roughly', 'uniform', 'run', 'given', 'point', 'afterbody', 'ratio', 'pressure', 'stagnation', 'pressure', 'forebody', 'end', 'exit', 'decreases', 'increasing', 'stagnation', 'pressure', 'reynolds', 'number', 'present', 'pressures', 'pressure-reynolds', 'number', 'variations', 'fig', '8', 'compared', 'values', 'obtained', 'chapman', ""'s"", 'mach', '2', '3', 'base-pressure', 'data', 'qualitative', 'quantitative', 'agreement', 'noted', 'reynolds', 'number', 'range', 'comparable', 'present', 'tests', 'chapman', ""'s"", 'exit', 'boundary', 'layers', 'considered', 'laminar', 'approximate', 'check', 'heat-transfer', 'rate', 'forebody', 'end', 'present', 'tests', 'also', 'indicates', 'laminar', 'rate', 'information', 'obtained', 'concerning', 'possible', 'transition', 'free-mixing', 'separated', 'boundary', 'layer', 'covering', 'wake', 'adverse', 'pressure', 'gradient', 'cylindrical', 'end', 'forebody', 'figs', '7', '7', 'c', 'observed', 'heat-transfer', 'rates', 'seen', 'roughly', 'uniform', 'afterbody', 'run', 'although', 'increase', 'streamwise', 'direction', 'noted', 'afterbody', 'nusselt', 'number', 'n', 'varies', 'reynolds', 'number', 'r', 'evaluated', 'forebody', 'end', 'roughly', 'manner', 'n', 'r', 'generally', 'fig', '13', 'heat', 'rates', 'rear', 'faces', 'afterbodies', 'almost', 'twice', 'values', 'sides', 'heat', 'rates', 'large-step', 'body', 'higher', 'body', 'zero', 'stepdown', 'height', 'addendum', 'shown', 'prandtl-meyer', 'expansion', 'angle', 'flow', 'leaving', 'afterbody', 'increases', 'increasing', 'test', 'reynolds', 'number', 'corresponding', 'local', 'mach', 'number', 'square', 'increases', 'linearly', 'reynolds', 'number', 'effect', 'keep', 'local', 'wake', 'reynolds', 'numbers', 'virtually', 'constant', 'increasing', 'test', 'reynolds', 'number', 'afterbody', 'heat', 'rates', 'increase', 'sharply', 'expansion', 'angle', 'afterbody', 'zero', 'stepdown', 'height', 'significantly', 'smaller', 'stepped', 'bodies', 'may', 'affect', 'decreased', 'heat', 'rates', 'body']"
cranfield0354,"['laminar', 'heat-transfer', 'pressure', 'measurements', 'blunt-nosed', 'cones', 'large', 'angle', 'attack', 'tests', 'conducted', 'mach', 'number', '6', 'pibal', 'hypersonic', 'facility', 'order', 'determine', 'heat-transfer', 'pressure', 'distributions', 'slender', 'blunted', 'cone', 'angles', 'attack', 'erature', 'ratio', 'stagnation', 'wall', 'approximately', '2.3', 'model', 'tested', 'sperical', 'nose', 'diameter', '1.0', 'in.', 'base', 'diameter', '3.75', 'in.', 'cone', 'half-angle', '20', 'degrees', 'measurements', 'made', '5', 'peripheral', 'stations', 'model', 'note', 'experimental', 'results', '15', 'degree', 'angle', 'attack', 'presented', 'detailed', 'analysis', 'results', 'angles', 'attack', 'presented', 'reference', '1']"
cranfield1286,"['equilibrium', 'real-gas', 'performance', 'charts', 'shypersonic', 'shock-tube', 'wind-tunnel', 'employing', 'nitrogen', 'charts', 'presented', 'covering', 'wide', 'range', 'reflected-shock', 'wind-tunnel', 'operating', 'conditions', 'using', 'nitrogen', 'working', 'gas', 'statistical-mechanical', 'model', 'gas', 'assumed', 'takes', 'account', 'molecular', 'vibration', 'electronic', 'excitation', 'dissociation', 'gas', 'assumed', 'constantly', 'equilibrium', 'reaction', 'rates', 'taken', 'infinitely', 'fast', 'equations', 'motion', 'solved', 'aid', 'digital', 'computer', 'previously', 'reported', 'results', 'state', 'shock-processed', 'gas', 'shock-tube', 'used']"
